X,Y,Z,TimeStmp,Day,Time,,,,,,,,,,,
-0.12090719,0.03232172,9.932345,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1352724,0.033518825,9.91439,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1412579,0.02633622,9.895236,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16639702,-0.007182605,9.882068,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16879122,-0.007182605,9.878476,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18914193,-0.002394202,9.870096,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17717093,-0.003591303,9.874885,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17836803,0.015562311,9.894038,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1412579,0.02873042,9.907207,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.107739076,0.02873042,9.92636,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12928689,0.022744916,9.909601,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14844051,0.01436521,9.902418,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16998832,0.027533319,9.900024,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17118542,0.02633622,9.865308,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17956513,0.017956512,9.885659,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17597382,0.01436521,9.871294,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16759412,0.008379706,9.844957,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15801731,-0.021547815,9.873688,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1388637,0.01316811,9.878476,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12928689,0.077811554,9.919178,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1328782,0.02873042,9.902418,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14604631,-0.005985504,9.91798,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15442601,-0.031124622,9.916783,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17357962,0.011971008,9.903615,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17597382,0.02873042,9.880871,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16280572,0.02873042,9.878476,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15442601,0.02873042,9.898827,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12449849,-0.01316811,9.910798,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1316811,0.007182605,9.92636,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1340753,0.027533319,9.908403,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1436521,0.02873042,9.903615,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1604115,0.031124622,9.886856,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.19033903,0.021547815,9.896433,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15682021,0.001197101,9.8677025,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15322891,0.011971008,9.902418,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14963761,0.023942016,9.902418,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15203181,0.02633622,9.915586,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1412579,0.007182605,9.908403,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14844051,0.027533319,9.907207,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1604115,0.02873042,9.894038,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15562311,0.02873042,9.902418,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16639702,0.01316811,9.879673,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15442601,0.003591303,9.901221,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15682021,0.005985504,9.894038,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15562311,0.02873042,9.880871,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16519992,0.02873042,9.866506,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17238252,0.029927522,9.8916445,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14963761,-0.025139118,9.900024,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16280572,0.02873042,9.866506,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12330139,0.02873042,9.927557,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.08738836,0.034715924,9.974244,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.088585466,0.05865794,9.956287,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.08259996,0.029927522,9.958682,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12449849,0.027533319,9.925163,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1412579,-0.016759412,9.884461,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18315643,-0.016759412,9.8677025,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.24420857,-0.004788403,9.805453,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.2753332,0.011971008,9.799467,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.22505496,0.005985504,9.838972,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16160862,0.017956512,9.908403,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.07182605,-0.001197101,9.965864,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.061052144,0.044292733,9.91798,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.095768064,0.05746084,9.96347,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15322891,0.047884032,9.902418,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.2705448,-0.010773907,9.828198,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.2885013,-0.107739076,9.725247,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14963761,-0.038307227,9.922769,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.10055647,0.007182605,9.97185,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.08619126,0.06344634,9.957485,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12569559,0.12330139,9.931149,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14963761,0.029927522,9.90601,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.2693477,-0.033518825,9.828198,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.21428105,-0.076614454,9.8198185,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1328782,-0.017956512,9.91798,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.10534488,0.020350715,9.94312,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.11851298,0.03232172,9.92636,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15682021,0.050278235,9.921572,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16759412,0.027533319,9.879673,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17717093,-0.002394202,9.860519,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16400282,-0.04189853,9.882068,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16759412,-0.020350715,9.883265,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18195933,0.017956512,9.892841,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15801731,0.06464344,9.8916445,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15801731,0.053869538,9.894038,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1340753,-0.001197101,9.907207,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.11971009,-0.011971008,9.935937,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14724341,0.011971008,9.91439,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15203181,0.025139118,9.919178,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17597382,0.023942016,9.878476,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17597382,0,9.877279,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15442601,0,9.880871,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15682021,0.01436521,9.913192,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12210429,0.02873042,9.91798,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12210429,0.02873042,9.93474,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.130484,0.004788403,9.882068,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12090719,-0.007182605,9.907207,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15442601,-0.021547815,9.872491,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.19153613,0.017956512,9.877279,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18674773,0.027533319,9.866506,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18794483,0.02873042,9.892841,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15083471,0.009576807,9.91439,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12090719,0.008379706,9.945514,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.10055647,0.037110128,9.921572,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.11851298,0.04189853,9.939528,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14844051,0.034715924,9.909601,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18794483,0.015562311,9.879673,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.19033903,-0.022744916,9.8677025,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17477672,-0.023942016,9.879673,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15682021,0.007182605,9.878476,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.142455,0.02873042,9.908403,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12210429,0.03232172,9.916783,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.10654198,0.033518825,9.939528,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.11252748,0.04189853,9.923966,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15442601,0.022744916,9.907207,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17597382,-0.017956512,9.885659,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18914193,-0.025139118,9.8677025,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18555063,0,9.872491,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18794483,0.025139118,9.870096,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15083471,0.02633622,9.898827,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15442601,0.01436521,9.931149,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12928689,-0.005985504,9.919178,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1328782,0.017956512,9.922769,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1376666,0.02873042,9.921572,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.19033903,0.02873042,9.865308,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.22266077,-0.01316811,9.836577,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16639702,-0.008379706,9.879673,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1352724,-0.007182605,9.916783,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1340753,0.005985504,9.938332,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1364695,0.02873042,9.85214,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.24420857,-0.020350715,9.7958765,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.21787235,0.08379706,9.702502,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12569559,-0.01316811,10.077195,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.09696517,0.034715924,9.953894,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.074220255,0.050278235,9.9550905,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.073023155,0.02873042,9.970653,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18315643,0.089782566,9.901221,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.23582886,-0.017956512,9.847352,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.2837129,-0.110133275,9.725247,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.21787235,-0.049081136,9.854534,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1340753,-0.011971008,9.927557,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.09696517,0.079008654,9.940725,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.06464344,0.074220255,9.996989,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.088585466,0.055066638,9.989806,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12090719,0.031124622,9.920375,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17717093,-0.020350715,9.883265,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.21667525,-0.025139118,9.8437605,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.24181437,-0.019153614,9.842564,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.21068975,-0.029927522,9.865308,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16879122,0.015562311,9.878476,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.11731588,0.035913024,9.945514,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.10295067,0.03232172,9.945514,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.108936176,0.02873042,9.956287,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.11731588,0,9.928755,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16998832,0.020350715,9.901221,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.19033903,0.023942016,9.862914,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.21068975,0.01436521,9.868899,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.19752164,0.007182605,9.854534,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17597382,-0.022744916,9.873688,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1604115,-0.02633622,9.91798,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1388637,0.02873042,9.939528,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12808979,0.053869538,9.923966,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1352724,0.053869538,9.951499,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1316811,0.031124622,9.901221,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16639702,0.003591303,9.864111,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.21308395,-0.016759412,9.855731,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.22026655,0.019153614,9.866506,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17357962,0.027533319,9.89763,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1340753,0.02873042,9.896433,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12569559,0.023942016,9.932345,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1364695,0.023942016,9.922769,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1448492,0.034715924,9.919178,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15322891,0.039504327,9.88925,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17717093,0.02633622,9.883265,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16879122,-0.039504327,9.88925,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17597382,-0.04189853,9.874885,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16879122,0.025139118,9.88925,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16160862,0.06464344,9.919178,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12689269,0.02873042,9.913192,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12090719,-0.009576807,9.920375,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15322891,-0.029927522,9.928755,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18435353,0.04189853,9.886856,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18914193,0.029927522,9.859323,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17118542,0.023942016,9.89763,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1400608,-0.022744916,9.898827,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1352724,-0.050278235,9.923966,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15562311,0.008379706,9.921572,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17956513,0.051475335,9.907207,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15442601,0.06943185,9.878476,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16519992,0.076614454,9.894038,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1364695,0.010773907,9.92636,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1388637,-0.020350715,9.890448,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14604631,-0.007182605,9.938332,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1604115,0.021547815,9.931149,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15322891,0.027533319,9.880871,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18435353,0.020350715,9.901221,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17717093,-0.009576807,9.874885,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17597382,0.02873042,9.898827,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1448492,0.031124622,9.904813,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.142455,0.02873042,9.920375,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1376666,-0.004788403,9.920375,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1340753,-0.034715924,9.862914,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1604115,0.01316811,9.910798,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17118542,0.039504327,9.896433,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17477672,0.05267244,9.876082,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15442601,-0.001197101,9.879673,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1592144,-0.062249243,9.920375,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16998832,-0.04309563,9.901221,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15801731,0.019153614,9.895236,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17836803,0.06464344,9.928755,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18794483,0.12569559,9.941922,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.11133038,0.02873042,9.919178,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.095768064,-0.107739076,9.992201,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.11731588,-0.050278235,9.92636,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15442601,0.029927522,9.916783,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.19393034,0.077811554,9.896433,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18914193,0.061052144,9.882068,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17717093,-0.016759412,9.898827,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16160862,-0.059855044,9.910798,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1412579,-0.017956512,9.911995,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1328782,0.02633622,9.91798,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1412579,0.08140286,9.94312,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12210429,0.050278235,9.911995,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12808979,0.009576807,9.928755,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1412579,-0.045489833,9.901221,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18674773,-0.029927522,9.871294,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.20350714,-0.005985504,9.882068,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18674773,0.02873042,9.872491,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15083471,0.02873042,9.910798,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.11492168,0.02873042,9.937134,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.11372458,0.04070143,9.9790325,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.11851298,0.029927522,9.941922,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16160862,0.021547815,9.89763,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.21667525,-0.053869538,9.836577,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18555063,0.01316811,9.779117,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15562311,-0.02633622,9.982624,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1400608,0.05865794,9.888053,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.092176765,0.023942016,9.950302,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1352724,0.049081136,9.935937,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18076223,0.021547815,9.860519,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.22026655,-0.053869538,9.884461,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.19273324,0.004788403,9.862914,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15801731,0.02873042,9.896433,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1412579,0.02873042,9.952697,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1316811,0.031124622,9.919178,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.11971009,-0.003591303,9.923966,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1592144,-0.004788403,9.91798,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1604115,-0.010773907,9.879673,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17118542,0.02633622,9.88925,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.19512744,0.061052144,9.888053,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14724341,0.031124622,9.916783,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14604631,0.01316811,9.911995,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.12210429,0.001197101,9.927557,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14844051,0.001197101,9.92636,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15322891,0.02873042,9.902418,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.17118542,0.029927522,9.885659,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.18195933,0.023942016,9.88925,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16998832,0.004788403,9.89763,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15083471,-0.022744916,9.91798,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14844051,0.01436521,9.919178,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14963761,0.022744916,9.92636,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.130484,0.02873042,9.932345,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1448492,0.04189853,9.89763,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1604115,0.025139118,9.90601,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15203181,-0.011971008,9.884461,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15562311,-0.01436521,9.882068,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16400282,-0.001197101,9.904813,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.15682021,0.011971008,9.900024,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1604115,0.03232172,9.902418,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1376666,0.023942016,9.902418,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.1604115,0.017956512,9.907207,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.14844051,0.01316811,9.932345,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
-0.16639702,0.019153614,9.91798,4/6/2016,Wednesday,7.08pm,39,-94,,,,,,,,,
